input efficiency,output efficiency,cost,fix_cost_factor,service life,e2p in,e2p out,factor repair effort,factor servicing effort,servicing effort hours,max soc,min soc,init soc
0.8,1,100,0.008,20,1,1,0.01,0.015,20,1,0,0.5
