,level_0,TimeStep,heat_demand,irr,temp,wind,Occur
25,1,1,0.0,0.0,29.49490761273306,2.068431811764706,56
26,1,2,0.0,0.0,29.49490761273306,2.462418823529412,56
27,1,3,0.0,0.0,29.49490761273306,2.363922070588236,56
28,1,4,0.0,0.0,29.49490761273306,3.0533993411764713,56
29,1,5,0.0,17.687947884866283,29.49490761273306,2.068431811764706,56
30,1,6,0.0,53.063843654598855,29.49490761273306,2.5609155764705887,56
31,1,7,0.0,140.39808633612614,29.49490761273306,3.7428766117647068,56
32,1,8,0.0,160.29702770660072,29.49490761273306,3.939870117647059,56
33,1,9,0.0,211.14987787559124,29.49490761273306,4.136863623529412,56
34,1,10,0.0,239.89279318849896,29.49490761273306,3.939870117647059,56
35,1,11,0.0,235.4708062172824,29.49490761273306,4.924837647058824,56
36,1,12,0.0,434.4602199220281,29.49490761273306,4.629347388235295,56
37,1,13,0.0,420.08876226557425,29.49490761273306,4.432353882352942,56
38,1,14,0.0,308.4335912423558,29.49490761273306,4.038366870588236,56
39,1,15,0.0,353.7589576973256,29.49490761273306,4.924837647058824,56
40,1,16,0.0,344.9149837548925,29.49490761273306,4.530850635294119,56
41,1,17,0.0,249.84226387373621,29.49490761273306,2.363922070588236,56
42,1,18,0.0,110.54967428041427,29.49490761273306,2.6594123294117655,56
43,1,19,0.0,23.215431598886994,29.49490761273306,2.462418823529412,56
44,1,20,0.0,0.0,29.49490761273306,2.2654253176470593,56
45,1,21,0.0,0.0,29.49490761273306,2.462418823529412,56
46,1,22,0.0,0.0,29.49490761273306,1.772941552941177,56
47,1,23,0.0,0.0,29.49490761273306,1.4774512941176472,56
48,2,0,3.2601657548123333,0.0,9.773964180283855,2.068431811764706,52
49,2,1,3.350860180671163,0.0,9.478150028797117,2.2654253176470593,52
50,2,2,3.4113231312437136,0.0,9.280940594472623,2.462418823529412,52
51,2,3,3.4113231312437136,0.0,9.280940594472623,2.7579090823529415,52
52,2,4,3.4415546065299893,0.0,9.182335877310377,2.7579090823529415,52
53,2,5,3.4717860818162656,0.0,9.083731160148133,3.151896094117648,52
54,2,6,3.4717860818162656,0.0,9.083731160148133,2.856405835294118,52
55,2,7,3.5624805076750943,34.270399026928416,8.787917008661395,2.6594123294117655,52
56,2,8,3.4717860818162656,84.01775245311485,9.083731160148133,3.6443798588235303,52
57,2,9,3.2903972300986095,118.28815148004325,9.67535946312161,3.841373364705883,52
58,2,10,3.229934279526057,108.33868079480598,9.8725688974461,4.038366870588236,52
59,2,11,3.1694713289535055,111.6551710232184,10.069778331770594,4.235360376470589,52
60,2,12,3.139239853667229,127.13212542247639,10.168383048932837,4.235360376470589,52
61,2,13,3.320628705384885,108.33868079480598,9.576754745959363,4.038366870588236,52
62,2,14,3.2601657548123333,99.49470685237284,9.773964180283855,4.432353882352942,52
63,2,15,3.109008378380954,49.74735342618642,10.266987766095085,3.841373364705883,52
64,2,16,3.078776903094677,39.79788274094913,10.365592483257329,4.432353882352942,52
65,2,17,3.0485454278084005,27.637418570103566,10.464197200419576,4.136863623529412,52
66,2,18,3.0485454278084005,3.3164902284124285,10.464197200419576,3.939870117647059,52
67,2,19,3.078776903094677,0.0,10.365592483257329,3.6443798588235303,52
68,2,20,3.139239853667229,0.0,10.168383048932837,3.447386352941177,52
69,2,21,3.139239853667229,0.0,10.168383048932837,3.151896094117648,52
70,2,22,3.0485454278084005,0.0,10.464197200419576,3.2503928470588237,52
71,2,23,3.0485454278084005,0.0,10.464197200419576,3.545883105882354,52
72,3,0,4.650813617981032,0.0,5.238147190820539,2.7579090823529415,32
73,3,1,4.74150804383986,0.0,4.942333039333799,2.462418823529412,32
74,3,2,4.862433944984966,0.0,4.547914170684816,2.7579090823529415,32
75,3,3,4.862433944984966,0.0,4.547914170684816,3.2503928470588237,32
76,3,4,5.043822796702622,0.0,3.9562858677113395,2.9549025882352944,32
77,3,5,5.074054271988898,0.0,3.8576811505490936,2.462418823529412,32
78,3,6,5.346137549565383,0.0,2.9702386960888796,2.6594123294117655,32
79,3,7,5.406600500137937,30.953908798516,2.773029261764386,2.6594123294117655,32
80,3,8,5.134517222561451,149.24206027855925,3.660471716224602,4.235360376470589,32
81,3,9,4.711276568553585,305.11710101394334,5.040937756496045,4.333857129411767,32
82,3,10,4.106647062828065,421.19425900837837,7.0130320997409665,4.8263408941176476,32
83,3,11,3.5624805076750943,488.629560319431,8.787917008661395,5.909805176470589,32
84,3,12,3.078776903094677,503.00101797588496,10.365592483257329,5.121831152941177,32
85,3,13,2.7764621502319162,463.2031352349358,11.35163965487979,5.909805176470589,32
86,3,14,2.5950732985142597,374.7633958106044,11.943267957853267,5.0233344,32
87,3,15,2.655536249086811,244.3147801597155,11.746058523528772,4.530850635294119,32
88,3,16,2.8369251008044674,86.22874593872312,11.1544302205553,4.038366870588236,32
89,3,17,3.2903972300986095,0.0,9.67535946312161,4.136863623529412,32
90,3,18,3.4717860818162656,0.0,9.083731160148133,4.038366870588236,32
91,3,19,3.834563785251579,0.0,7.900474554201179,3.7428766117647068,32
92,3,20,3.9857211616829593,0.0,7.407450968389952,3.841373364705883,32
93,3,21,3.8950267358241306,0.0,7.703265119876687,4.136863623529412,32
94,3,22,4.076415587541788,0.0,7.111636816903211,3.939870117647059,32
95,3,23,4.167110013400616,0.0,6.8158226654164755,4.924837647058824,32
96,4,0,2.262527070365222,0.0,13.027919846637975,1.8714383058823534,35
97,4,1,2.1718326445063942,0.0,13.323733998124712,1.772941552941177,35
98,4,2,2.202064119792671,0.0,13.225129280962465,1.8714383058823534,35
99,4,3,2.262527070365222,0.0,13.027919846637975,2.363922070588236,35
100,4,4,2.504378872655431,0.0,12.239082109340007,2.5609155764705887,35
101,4,5,2.4136844467966037,0.0,12.534896260826743,1.8714383058823534,35
102,4,6,2.322990020937775,8.843973942433141,12.830710412313477,1.9699350588235296,35
103,4,7,2.0811382186475664,106.12768730919771,13.619548149611452,1.9699350588235296,35
104,4,8,0.0,299.58961729992274,15.000014189882894,2.5609155764705887,35
105,4,9,0.0,485.31307009101863,17.267922684614547,2.363922070588236,35
106,4,10,0.0,577.0692997437625,19.240017027859476,2.462418823529412,35
107,4,11,0.0,701.9904316806304,20.620483068130916,2.5609155764705887,35
108,4,12,0.0,692.0409609953933,20.620483068130916,2.5609155764705887,35
109,4,13,0.0,625.7111564271448,22.296763259889097,2.2654253176470593,35
110,4,14,0.0,642.2936075692069,23.085600997187065,2.068431811764706,35
111,4,15,0.0,553.8538681448755,23.97304345164728,3.0533993411764713,35
112,4,16,0.0,399.0843241522955,24.170252885971777,1.8714383058823534,35
113,4,17,0.0,215.5718648468078,23.28281043151156,2.068431811764706,35
114,4,18,0.0,40.90337948375328,21.212111371104392,1.6744448,35
115,4,19,0.0,0.0,18.94420287637274,1.6744448,35
116,4,20,0.0,0.0,17.958155704750272,1.6744448,35
117,4,21,0.0,0.0,18.54978400772375,2.363922070588236,35
118,4,22,0.0,0.0,18.155365139074767,1.6744448,35
119,4,23,0.0,0.0,17.46513211893905,2.068431811764706,35
120,5,0,0.0,0.0,16.479084947316583,3.7428766117647068,8
121,5,1,0.0,0.0,16.380480230154337,2.9549025882352944,8
122,5,2,0.0,0.0,16.380480230154337,3.7428766117647068,8
123,5,3,0.0,0.0,16.18327079582984,3.447386352941177,8
124,5,4,0.0,0.0,16.0846660786676,3.545883105882354,8
125,5,5,0.0,0.0,15.986061361505355,3.7428766117647068,8
126,5,6,0.0,2.2109934856082853,15.986061361505355,3.939870117647059,8
127,5,7,0.0,49.74735342618642,15.887456644343107,3.6443798588235303,8
128,5,8,0.0,75.1737785106817,16.28187551299209,3.841373364705883,8
129,5,9,0.0,107.23318405200183,17.07071325029006,4.727844141176472,8
130,5,10,0.0,87.33424268152726,17.46513211893905,5.515818164705883,8
131,5,11,0.0,141.50358307893026,17.66234155326353,5.811308423529414,8
132,5,12,0.0,120.49914496565154,17.859550987588026,5.220327905882354,8
133,5,13,0.0,117.18265473723912,17.859550987588026,4.629347388235295,8
134,5,14,0.0,101.70570033798111,18.451179290561505,4.924837647058824,8
135,5,15,0.0,77.38477199628998,18.352574573399256,4.629347388235295,8
136,5,16,0.0,78.49026873909412,18.253969856237013,4.432353882352942,8
137,5,17,0.0,18.793444627670425,17.958155704750272,3.6443798588235303,8
138,5,18,0.0,0.0,17.563736836101288,3.841373364705883,8
139,5,19,0.0,0.0,17.07071325029006,4.727844141176472,8
140,5,20,0.0,0.0,16.972108533127813,4.432353882352942,8
141,5,21,0.0,0.0,17.07071325029006,4.038366870588236,8
142,5,22,0.0,0.0,17.07071325029006,4.432353882352942,8
143,5,23,0.0,0.0,16.18327079582984,4.333857129411767,8
144,6,0,0.0,0.0,29.49490761273306,1.4774512941176472,36
145,6,1,0.0,0.0,29.49490761273306,1.2804577882352943,36
146,6,2,0.0,0.0,29.49490761273306,1.181961035294118,36
147,6,3,0.0,0.0,29.49490761273306,1.2804577882352943,36
148,6,4,0.0,0.0,29.49490761273306,1.575948047058824,36
149,6,5,0.0,21.004438113278713,29.49490761273306,1.575948047058824,36
150,6,6,0.0,128.23762216528056,29.49490761273306,1.3789545411764708,36
151,6,7,0.0,276.37418570103574,29.49490761273306,1.6744448,36
152,6,8,0.0,459.88664500652334,29.49490761273306,1.9699350588235296,36
153,6,9,0.0,638.9771173407944,29.49490761273306,2.6594123294117655,36
154,6,10,0.0,741.7883144215797,29.49490761273306,2.5609155764705887,36
155,6,11,0.0,793.7466613333744,29.49490761273306,2.2654253176470593,36
156,6,12,0.0,813.6456027038489,29.49490761273306,2.7579090823529415,36
157,6,13,0.0,757.2652688208378,29.49490761273306,3.151896094117648,36
158,6,14,0.0,746.2103013927964,29.49490761273306,3.0533993411764713,36
159,6,15,0.0,668.8255293965063,29.49490761273306,3.2503928470588237,36
160,6,16,0.0,524.0054560891635,29.49490761273306,2.363922070588236,36
161,6,17,0.0,358.1809446685422,29.49490761273306,3.0533993411764713,36
162,6,18,0.0,190.14543976231258,29.49490761273306,3.151896094117648,36
163,6,19,0.0,66.32980456824856,29.49490761273306,2.363922070588236,36
164,6,20,0.0,0.0,29.49490761273306,2.1669285647058834,36
165,6,21,0.0,0.0,29.49490761273306,1.8714383058823534,36
166,6,22,0.0,0.0,29.49490761273306,1.8714383058823534,36
167,6,23,0.0,0.0,29.49490761273306,1.6744448,36
168,7,0,2.0811382186475664,0.0,13.619548149611452,4.727844141176472,17
169,7,1,2.322990020937775,0.0,12.830710412313477,4.530850635294119,17
170,7,2,2.4439159220828794,0.0,12.436291543664495,3.939870117647059,17
171,7,3,2.685767724373087,0.0,11.64745380636653,4.235360376470589,17
172,7,4,2.806693625518192,0.0,11.253034937717542,3.0533993411764713,17
173,7,5,2.957851001949573,0.0,10.760011351906316,4.038366870588236,17
174,7,6,2.9276195266632956,13.265960913649714,10.85861606906856,3.3488896,17
175,7,7,2.5950732985142597,92.86172639554798,11.943267957853267,2.6594123294117655,17
176,7,8,2.2322955950789467,249.84226387373621,13.126524563800217,3.3488896,17
177,7,9,1.839286416357358,462.09763849213164,14.408385886909418,4.136863623529412,17
178,7,10,0.0,610.2342020278867,15.591642492856367,4.8263408941176476,17
179,7,11,0.0,693.1464577381975,16.479084947316583,5.0233344,17
180,7,12,0.0,717.4673860798886,17.46513211893905,4.629347388235295,17
181,7,13,0.0,682.091490310156,17.859550987588026,4.333857129411767,17
182,7,14,0.0,596.968241114237,18.253969856237013,3.841373364705883,17
183,7,15,0.0,473.152605920173,18.352574573399256,3.545883105882354,17
184,7,16,0.0,313.9610749563765,18.056760421912514,3.2503928470588237,17
185,7,17,0.0,143.71457656453853,17.46513211893905,2.856405835294118,17
186,7,18,0.0,15.476954399258,15.591642492856367,2.1669285647058834,17
187,7,19,1.839286416357358,0.0,14.408385886909418,2.1669285647058834,17
188,7,20,2.141601169220119,0.0,13.422338715286957,2.462418823529412,17
189,7,21,2.383452971510327,0.0,12.63350097798899,2.363922070588236,17
190,7,22,2.6253047738005355,0.0,11.844663240691021,1.2804577882352943,17
191,7,23,2.806693625518192,0.0,11.253034937717542,1.2804577882352943,17
192,8,0,5.104285747275176,0.0,3.759076433386848,2.6594123294117655,43
193,8,1,5.074054271988898,0.0,3.8576811505490936,3.2503928470588237,43
194,8,2,5.043822796702622,0.0,3.9562858677113395,3.3488896,43
195,8,3,5.043822796702622,0.0,3.9562858677113395,2.856405835294118,43
196,8,4,5.1647486978477275,0.0,3.561866999062356,2.6594123294117655,43
197,8,5,5.315906074279106,0.0,3.0688434132511255,2.5609155764705887,43
198,8,6,5.315906074279106,0.0,3.0688434132511255,2.856405835294118,43
199,8,7,5.587989351855594,0.0,2.181400958790911,2.5609155764705887,43
200,8,8,5.406600500137937,2.2109934856082853,2.773029261764386,2.2654253176470593,43
201,8,9,5.376369024851658,43.11437296936156,2.8716339789266336,2.6594123294117655,43
202,8,10,5.074054271988898,162.50802119220896,3.8576811505490936,2.6594123294117655,43
203,8,11,4.560119192122206,248.73676713093212,5.533961342307274,2.856405835294118,43
204,8,12,4.560119192122206,254.26425084495278,5.533961342307274,2.462418823529412,43
205,8,13,4.439193290977103,246.5257736453238,5.928380210956258,2.068431811764706,43
206,8,14,4.499656241549653,172.45749187744624,5.731170776631766,2.462418823529412,43
207,8,15,4.620582142694757,53.063843654598855,5.336751907982783,2.9549025882352944,43
208,8,16,4.983359846130071,4.421986971216571,4.153495302035831,2.1669285647058834,43
209,8,17,5.225211648420279,0.0,3.3646575647378647,2.7579090823529415,43
210,8,18,5.225211648420279,0.0,3.3646575647378647,3.151896094117648,43
211,8,19,5.285674598992831,0.0,3.167448130413371,3.7428766117647068,43
212,8,20,5.285674598992831,0.0,3.167448130413371,3.6443798588235303,43
213,8,21,5.225211648420279,0.0,3.3646575647378647,3.841373364705883,43
214,8,22,5.194980173134002,0.0,3.4632622819001084,3.2503928470588237,43
215,8,23,5.225211648420279,0.0,3.3646575647378647,3.0533993411764713,43
216,9,0,2.141601169220119,0.0,13.422338715286957,5.0233344,10
217,9,1,2.4136844467966037,0.0,12.534896260826743,4.8263408941176476,10
218,9,2,2.4741473973691552,0.0,12.337686826502251,4.629347388235295,10
219,9,3,2.3532214962240503,0.0,12.732105695151235,4.038366870588236,10
220,9,4,2.2927585456514987,0.0,12.929315129475725,4.629347388235295,10
221,9,5,2.383452971510327,0.0,12.63350097798899,4.629347388235295,10
222,9,6,2.3532214962240503,0.0,12.732105695151235,4.629347388235295,10
223,9,7,2.262527070365222,0.0,13.027919846637975,5.220327905882354,10
224,9,8,2.3532214962240503,33.16490228412428,12.732105695151235,6.599282447058825,10
225,9,9,2.383452971510327,35.375895769732566,12.63350097798899,6.500785694117647,10
226,9,10,2.2322955950789467,70.75179153946513,13.126524563800217,6.2052954352941185,10
227,9,11,2.141601169220119,61.907817597032,13.422338715286957,6.2052954352941185,10
228,9,12,2.0509067433612898,53.063843654598855,13.718152866773696,7.4857532235294135,10
229,9,13,1.9602123175024613,103.91669382358941,14.013967018260436,6.1067986823529425,10
230,9,14,2.020675268075014,79.59576548189825,13.81675758393594,6.796275952941178,10
231,9,15,2.0509067433612898,57.48583062581542,13.718152866773696,5.909805176470589,10
232,9,16,2.202064119792671,14.371457656453854,13.225129280962465,5.909805176470589,10
233,9,17,2.322990020937775,0.0,12.830710412313477,5.811308423529414,10
234,9,18,2.3532214962240503,0.0,12.732105695151235,6.1067986823529425,10
235,9,19,2.2322955950789467,0.0,13.126524563800217,6.2052954352941185,10
236,9,20,2.2322955950789467,0.0,13.126524563800217,5.417321411764707,10
237,9,21,2.1718326445063942,0.0,13.323733998124712,5.515818164705883,10
238,9,22,2.141601169220119,0.0,13.422338715286957,5.121831152941177,10
239,9,23,2.141601169220119,0.0,13.422338715286957,5.515818164705883,10
240,10,0,2.020675268075014,0.0,13.81675758393594,1.9699350588235296,21
241,10,1,2.2927585456514987,0.0,12.929315129475725,1.8714383058823534,21
242,10,2,2.262527070365222,0.0,13.027919846637975,1.772941552941177,21
243,10,3,2.2927585456514987,0.0,12.929315129475725,2.068431811764706,21
244,10,4,2.111369693933842,0.0,13.520943432449204,2.2654253176470593,21
245,10,5,2.3532214962240503,0.0,12.732105695151235,1.9699350588235296,21
246,10,6,2.2322955950789467,0.0,13.126524563800217,1.9699350588235296,21
247,10,7,2.2322955950789467,8.843973942433141,13.126524563800217,1.6744448,21
248,10,8,2.1718326445063942,61.907817597032,13.323733998124712,1.772941552941177,21
249,10,9,2.141601169220119,116.07715799443498,13.422338715286957,2.5609155764705887,21
250,10,10,1.990443792788738,216.67736158961196,13.915362301098185,2.856405835294118,21
251,10,11,0.0,266.4247150157983,15.394433058531877,3.0533993411764713,21
252,10,12,0.0,183.51245930548768,15.887456644343107,2.9549025882352944,21
253,10,13,0.0,120.49914496565154,15.78885192718086,2.856405835294118,21
254,10,14,0.0,126.02662867967229,16.380480230154337,2.856405835294118,21
255,10,15,0.0,163.6135179350131,16.380480230154337,2.856405835294118,21
256,10,16,0.0,43.11437296936156,15.493037775694125,2.363922070588236,21
257,10,17,1.9299808422161855,0.0,14.11257173542268,2.1669285647058834,21
258,10,18,2.111369693933842,0.0,13.520943432449204,2.9549025882352944,21
259,10,19,1.8090549410710808,0.0,14.506990604071662,2.6594123294117655,21
260,10,20,2.111369693933842,0.0,13.520943432449204,1.8714383058823534,21
261,10,21,2.202064119792671,0.0,13.225129280962465,1.8714383058823534,21
262,10,22,2.141601169220119,0.0,13.422338715286957,2.2654253176470593,21
263,10,23,2.0811382186475664,0.0,13.619548149611452,1.6744448,21
264,11,0,5.043822796702622,0.0,3.9562858677113395,3.841373364705883,20
265,11,1,5.043822796702622,0.0,3.9562858677113395,3.841373364705883,20
266,11,2,5.074054271988898,0.0,3.8576811505490936,2.6594123294117655,20
267,11,3,5.043822796702622,0.0,3.9562858677113395,3.3488896,20
268,11,4,5.013591321416347,0.0,4.0548905848735854,3.545883105882354,20
269,11,5,4.953128370843794,0.0,4.2521000191980765,3.841373364705883,20
270,11,6,4.953128370843794,0.0,4.2521000191980765,3.2503928470588237,20
271,11,7,4.862433944984966,0.0,4.547914170684816,3.2503928470588237,20
272,11,8,4.9228968955575185,3.3164902284124285,4.350704736360322,3.3488896,20
273,11,9,4.892665420271242,32.05940554132014,4.44930945352257,4.136863623529412,20
274,11,10,4.862433944984966,47.536359940578144,4.547914170684816,4.727844141176472,20
275,11,11,4.771739519126138,85.123249195919,4.843728322171554,3.6443798588235303,20
276,11,12,4.650813617981032,66.32980456824856,5.238147190820539,4.8263408941176476,20
277,11,13,4.590350667408482,76.27927525348584,5.4353566251450305,4.629347388235295,20
278,11,14,4.650813617981032,50.85285016899056,5.238147190820539,5.0233344,20
279,11,15,4.650813617981032,26.531921827299428,5.238147190820539,4.530850635294119,20
280,11,16,4.711276568553585,3.3164902284124285,5.040937756496045,4.924837647058824,20
281,11,17,4.8322024696986885,0.0,4.646518887847062,4.530850635294119,20
282,11,18,4.892665420271242,0.0,4.44930945352257,3.545883105882354,20
283,11,19,4.892665420271242,0.0,4.44930945352257,4.235360376470589,20
284,11,20,4.9228968955575185,0.0,4.350704736360322,5.0233344,20
285,11,21,4.9228968955575185,0.0,4.350704736360322,4.530850635294119,20
286,11,22,4.953128370843794,0.0,4.2521000191980765,4.629347388235295,20
287,11,23,4.983359846130071,0.0,4.153495302035831,5.0233344,20
288,12,0,7.937224116055745,0.0,-6.2,1.1,8
289,12,1,7.731322302954342,0.0,-5.5,1.2,8
290,12,2,7.5842495793104865,0.0,-4.999999999999999,1.1,8
291,12,3,7.290104132022771,0.0,-4.0,1.3,8
292,12,4,7.054787774192596,0.0,-3.2,1.4,8
293,12,5,7.054787774192596,0.0,-3.2,0.9,8
294,12,6,6.907715050548739,0.0,-2.7,1.1,8
295,12,7,6.907715050548739,0.0,-2.7,1.8,8
296,12,8,6.790056871633653,0.0,-2.3,2.1,8
297,12,9,6.701813237447339,14.0,-2.0,1.3,8
298,12,10,6.495911424345937,43.0,-1.2999999999999998,1.4,8
299,12,11,6.34883870070208,98.0,-0.8,1.8,8
300,12,12,6.260595066515764,121.99999999999999,-0.4999999999999997,2.2,8
301,12,13,6.260595066515764,118.00000000000001,-0.4999999999999997,1.4,8
302,12,14,6.290009611244538,54.0,-0.6000000000000005,0.8,8
303,12,15,6.34883870070208,20.0,-0.8,1.6999999999999997,8
304,12,16,6.466496879617166,3.0,-1.2,1.5,8
305,12,17,6.731227782176111,0.0,-2.0999999999999996,1.6,8
306,12,18,6.8194714163624255,0.0,-2.4,2.0,8
307,12,19,6.878300505819968,0.0,-2.6,2.1,8
308,12,20,7.025373229463826,0.0,-3.1,1.9000000000000001,8
309,12,21,6.907715050548739,0.0,-2.7,2.0,8
310,12,22,6.701813237447339,0.0,-2.0,2.3,8
311,12,23,6.790056871633653,0.0,-2.3,2.8,8
