input efficiency,output efficiency,cycle life,cost_type,cost,fix_cost_factor,service life,e2p in,e2p out,factor repair effort,factor servicing effort,servicing effort hours,max soc,min soc,init soc
1,1,10000,constant,850,0.008,10,1,1,0.01,0.015,20,1,0,0.5
