input efficiency,output efficiency,self discharge efficiency,max soc,min soc,max temperature,min temperature,max e2p input,max e2p output,socket cost,service life,cost,factor repair effort,factor servicing effort,servicing effort hours
0.9,0.9,0.99,1,0,28,20,1,1,675,20,650,0.01,0.015,20
