name,year,level,apply,who,building,Invest Lower,Invest Upper,Invest Coefficient,Invest Constant,Size Lower,Size Upper,Size Coefficient,Size Constant,Area Lower,Area Upper,Area Coefficient,Area Constant,Demand Coefficient,Demand Constant
Potsdam_Subsidy,2023,city,HeatPump,basic,EFH;ZFH;MFH,,,,,0,inf,0,1000,,,,,,
Potsdam_Subsidy,2023,city,HeatPumpAirWater,basic,EFH;ZFH;MFH,,,,,0,inf,0,1000,,,,,,
Potsdam_Subsidy,2023,city,HeatPumpBrineWater,basic,EFH;ZFH;MFH,,,,,0,inf,0,1000,,,,,,
Potsdam_Subsidy,2023,city,Battery,basic,EFH;ZFH;MFH,,,,,0,2,0,0,,,,,,
Potsdam_Subsidy,2023,city,Battery,basic,EFH;ZFH;MFH,,,,,2,inf,0,1000,,,,,,
Potsdam_Subsidy,2023,city,Battery,basic,NWG,,,,,0,2,0,0,,,,,,
Potsdam_Subsidy,2023,city,Battery,basic,NWG,,,,,2,inf,0,1000,,,,,,
Hamburg_Subsidy,2023,city,SolarThermalCollector,basic,Neubau,,,,,,,,,0,20,0,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollector,basic,Neubau,,,,,,,,,20,200,150,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollector,basic,Neubau,,,,,,,,,200,inf,0,30000,,
Hamburg_Subsidy,2023,city,SolarThermalCollector,basic,Bestandbau,,,,,,,,,0,20,0,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollector,basic,Bestandbau,,,,,,,,,20,200,200,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollector,basic,Bestandbau,,,,,,,,,200,inf,0,40000,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Neubau,,,,,,,,,0,20,0,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Neubau,,,,,,,,,20,200,150,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Neubau,,,,,,,,,200,inf,0,30000,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Bestandbau,,,,,,,,,0,20,0,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Bestandbau,,,,,,,,,20,200,200,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Bestandbau,,,,,,,,,200,inf,0,40000,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorTube,basic,Neubau,,,,,,,,,0,20,0,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorTube,basic,Neubau,,,,,,,,,20,200,150,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorTube,basic,Neubau,,,,,,,,,200,inf,0,30000,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorTube,basic,Bestandbau,,,,,,,,,0,20,0,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorTube,basic,Bestandbau,,,,,,,,,20,200,200,0,,
Hamburg_Subsidy,2023,city,SolarThermalCollectorTube,basic,Bestandbau,,,,,,,,,200,inf,0,40000,,
Hamburg_Subsidy,2023,city,HeatPumpBrineWater,basic,Neubau,,,,,0,42,100,0,,,,,,
Hamburg_Subsidy,2023,city,HeatPumpBrineWater,basic,Neubau,,,,,42,inf,0,4200,,,,,,
Hamburg_Subsidy,2023,city,HeatPumpAirWater,basic,Neubau,,,,,0,40,75,0,,,,,,
Hamburg_Subsidy,2023,city,HeatPumpAirWater,basic,Neubau,,,,,40,inf,0,3000,,,,,,
Hamburg_Subsidy,2023,city,HeatPumpBrineWater,basic,Bestandbau,,,,,0,42,100,0,,,,,,
Hamburg_Subsidy,2023,city,HeatPumpBrineWater,basic,Bestandbau,,,,,42,inf,0,4200,,,,,,
Hamburg_Subsidy,2023,city,HeatPumpAirWater,basic,Bestandbau,,,,,0,40,75,0,,,,,,
Hamburg_Subsidy,2023,city,HeatPumpAirWater,basic,Bestandbau,,,,,40,inf,0,3000,,,,,,
Wiesbaden_Subsidy,2023,city,PV,basic,all,,,,,0,3,0,300,,,,,,
Wiesbaden_Subsidy,2023,city,PV,basic,all,,,,,3,6,0,400,,,,,,
Wiesbaden_Subsidy,2023,city,PV,basic,all,,,,,6,inf,0,500,,,,,,
Wiesbaden_Subsidy,2023,city,Battery,basic,all,,,,,0,3,0,500,,,,,,
Wiesbaden_Subsidy,2023,city,Battery,basic,all,,,,,3,6,0,750,,,,,,
Wiesbaden_Subsidy,2023,city,Battery,basic,all,,,,,6,inf,0,1000,,,,,,
Darmstadt_Subsidy,2023,city,PV,basic,all,,,,,0,0.2,0,0,,,,,,
Darmstadt_Subsidy,2023,city,PV,basic,all,,,,,0.2,0.45,0,200,,,,,,
Darmstadt_Subsidy,2023,city,PV,basic,all,,,,,0.45,0.6,0,400,,,,,,
Darmstadt_Subsidy,2023,city,PV,basic,all,,,,,0.6,30,200,0,,,,,,
Darmstadt_Subsidy,2023,city,PV,basic,all,,,,,30,inf,0,6000,,,,,,
Hannover_Subsidy,2023,city,PV,basic,EFH;ZFH,,,,,0,2,0,0,,,,,,
Hannover_Subsidy,2023,city,PV,basic,EFH;ZFH,,,,,2,30,100,0,,,,,,
Hannover_Subsidy,2023,city,PV,basic,EFH;ZFH,,,,,30,inf,0,3000,,,,,,
Hannover_Subsidy,2023,city,PV,basic,MFH;NWG,,,,,0,2,0,0,,,,,,
Hannover_Subsidy,2023,city,PV,basic,MFH;NWG,,,,,2,30,100,0,,,,,,
Hannover_Subsidy,2023,city,PV,basic,MFH;NWG,,,,,30,inf,0,3000,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollector,basic,EFH;ZFH,0,30000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollector,basic,EFH;ZFH,30000,inf,,3000,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,EFH;ZFH,0,30000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,EFH;ZFH,30000,inf,,3000,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollectorTube,basic,EFH;ZFH,0,30000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollectorTube,basic,EFH;ZFH,30000,inf,,3000,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollector,basic,MFH;NWG,0,200000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollector,basic,MFH;NWG,200000,inf,0,20000,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,MFH;NWG,0,200000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,MFH;NWG,200000,inf,0,20000,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollectorTube,basic,MFH;NWG,0,200000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,SolarThermalCollectorTube,basic,MFH;NWG,200000,inf,0,20000,,,,,,,,,,
Hannover_Subsidy,2023,city,HeatPumpAirWater,basic,EFH;ZFH,0,30000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,HeatPumpAirWater,basic,EFH;ZFH,30000,inf,0,3000,,,,,,,,,,
Hannover_Subsidy,2023,city,HeatPumpBrineWater,basic,EFH;ZFH,0,30000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,HeatPumpBrineWater,basic,EFH;ZFH,30000,inf,0,5000,,,,,,,,,,
Hannover_Subsidy,2023,city,HeatPump,basic,MFH;NWG,0,200000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,HeatPump,basic,MFH;NWG,200000,inf,0,20000,,,,,,,,,,
Hannover_Subsidy,2023,city,HeatPumpAirWater,basic,MFH;NWG,0,200000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,HeatPumpAirWater,basic,MFH;NWG,200000,inf,0,20000,,,,,,,,,,
Hannover_Subsidy,2023,city,HeatPumpBrineWater,basic,MFH;NWG,0,200000,0.1,0,,,,,,,,,,
Hannover_Subsidy,2023,city,HeatPumpBrineWater,basic,MFH;NWG,200000,inf,0,20000,,,,,,,,,,
Braunschweig_subsidy,2023,city,PV,basic,all,,,,,0,0.25,0,0,,,,,,
Braunschweig_subsidy,2023,city,PV,basic,all,,,,,0.25,0.4,0,250,,,,,,
Braunschweig_subsidy,2023,city,PV,basic,all,,,,,0.4,0.6,0,400,,,,,,
Braunschweig_subsidy,2023,city,PV,basic,all,,,,,0.6,3,0,0,,,,,,
Braunschweig_subsidy,2023,city,PV,basic,all,,,,,3,20,200,0,,,,,,
Braunschweig_subsidy,2023,city,PV,basic,all,,,,,20,inf,0,4000,,,,,,
Wolfsburg_Subsidy,2023,city,PV,basic,all,,,,,0,0.25,0,0,,,,,,
Wolfsburg_Subsidy,2023,city,PV,basic,all,,,,,0.25,0.4,0,150,,,,,,
Wolfsburg_Subsidy,2023,city,PV,basic,all,,,,,0.4,0.6,0,200,,,,,,
Wolfsburg_Subsidy,2023,city,PV,basic,all,,,,,0.6,1,0,0,,,,,,
Wolfsburg_Subsidy,2023,city,PV,basic,all,,,,,1,10,0,700,,,,,,
Wolfsburg_Subsidy,2023,city,PV,basic,all,,,,,10,15,0,1100,,,,,,
Wolfsburg_Subsidy,2023,city,PV,basic,all,,,,,15,inf,0,1500,,,,,,
Wolfsburg_Subsidy,2023,city,Battery,basic,all,,,,,0,3,0,0,,,,,,
Wolfsburg_Subsidy,2023,city,Battery,basic,all,,,,,3,inf,0,500,,,,,,
Oldenburg_Subsidy,2023,city,PV,basic,all,,,,,0,3,0,0,,,,,,
Oldenburg_Subsidy,2023,city,PV,basic,all,,,,,3,10,150,0,,,,,,
Oldenburg_Subsidy,2023,city,PV,basic,all,,,,,11,20,125,1500,,,,,,
Oldenburg_Subsidy,2023,city,PV,basic,all,,,,,21,35,100,2750,,,,,,
Oldenburg_Subsidy,2023,city,PV,basic,all,,,,,35,inf,0,4250,,,,,,
Delmenhorst_Subsidy,2023,city,PV,basic,all,,,,,0,0.6,0,200,,,,,,
Delmenhorst_Subsidy,2023,city,PV,basic,all,,,,,0.6,inf,0,0,,,,,,
Auhagen_Subsidy,2023,city,HeatPumpAirWater,basic,Neubau,,,,,0,inf,0,500,,,,,,
Auhagen_Subsidy,2023,city,HeatPumpBrineWater,basic,Bestandbau,,,,,0,inf,0,7250,,,,,,
Auhagen_Subsidy,2023,city,HeatPumpBrineWater,basic,Neubau,,,,,0,inf,0,5000,,,,,,
Celle_Subsidy,2023,city,HeatPumpAirWater,basic,Neubau,,,,,0,inf,0,500,,,,,,
Celle_Subsidy,2023,city,HeatPumpBrineWater,basic,Bestandbau,,,,,0,inf,0,7250,,,,,,
Celle_Subsidy,2023,city,HeatPumpBrineWater,basic,Neubau,,,,,0,inf,0,5000,,,,,,
Damme_Subsidy,2023,city,HeatPumpAirWater,basic,Neubau,,,,,0,inf,0,500,,,,,,
Damme_Subsidy,2023,city,HeatPumpBrineWater,basic,Bestandbau,,,,,0,inf,0,7250,,,,,,
Damme_Subsidy,2023,city,HeatPumpBrineWater,basic,Neubau,,,,,0,inf,0,5000,,,,,,
Hilter am Teutoburger Wald_Subsidy,2023,city,HeatPumpAirWater,basic,Neubau,,,,,0,inf,0,500,,,,,,
Hilter am Teutoburger Wald_Subsidy,2023,city,HeatPumpBrineWater,basic,Bestandbau,,,,,0,inf,0,7250,,,,,,
Hilter am Teutoburger Wald_Subsidy,2023,city,HeatPumpBrineWater,basic,Neubau,,,,,0,inf,0,5000,,,,,,
Leer_Subsidy,2023,city,HeatPumpAirWater,basic,Neubau,,,,,0,inf,0,500,,,,,,
Leer_Subsidy,2023,city,HeatPumpBrineWater,basic,Bestandbau,,,,,0,inf,0,7250,,,,,,
Leer_Subsidy,2023,city,HeatPumpBrineWater,basic,Neubau,,,,,0,inf,0,5000,,,,,,
Koeln_Subsidy,2023,city,PV,basic,all,,,,,0,0.6,0,200,,,,,,
Koeln_Subsidy,2023,city,PV,basic,all,,,,,0.6,50,250,0,,,,,,
Koeln_Subsidy,2023,city,PV,basic,all,,,,,50,inf,0,12500,,,,,,
Koeln_Subsidy,2023,city,Battery,basic,all,,,,,0,50,150,0,,,,,,
Koeln_Subsidy,2023,city,Battery,basic,all,,,,,50,inf,0,7500,,,,,,
Koeln_Subsidy,2023,city,CHP,basic,all,,,,,0,4,1500,0,,,,,,
Koeln_Subsidy,2023,city,CHP,basic,all,,,,,4,6,1000,6000,,,,,,
Koeln_Subsidy,2023,city,CHP,basic,all,,,,,6,12,300,8000,,,,,,
Koeln_Subsidy,2023,city,CHP,basic,all,,,,,12,25,150,9800,,,,,,
Koeln_Subsidy,2023,city,CHP,basic,all,,,,,25,50,75,11750,,,,,,
Koeln_Subsidy,2023,city,CHP,basic,all,,,,,50,inf,0,13625,,,,,,
Dusseldorf_Subsidy,2023,city,PV,basic,Bestandbau,,,,,0,0.6,0,0,,,,,,
Dusseldorf_Subsidy,2023,city,PV,basic,Bestandbau,,,,,0.6,10,300,0,,,,,,
Dusseldorf_Subsidy,2023,city,PV,basic,Bestandbau,,,,,10,45,200,3000,,,,,,
Dusseldorf_Subsidy,2023,city,PV,basic,Bestandbau,,,,,45,inf,0,10000,,,,,,
Dusseldorf_Subsidy,2023,city,Battery,basic,Bestandbau,,,,,0,inf,250,0,,,,,,
Dusseldorf_Subsidy,2023,city,HeatPump,basic,Bestandbau,,,,,0,25,0,3500,,,,,,
Dusseldorf_Subsidy,2023,city,HeatPump,basic,Bestandbau,,,,,25,50,0,4000,,,,,,
Dusseldorf_Subsidy,2023,city,HeatPump,basic,Bestandbau,,,,,50,inf,0,4500,,,,,,
Dusseldorf_Subsidy,2023,city,HeatPumpAirWater,basic,Bestandbau,,,,,0,25,0,3500,,,,,,
Dusseldorf_Subsidy,2023,city,HeatPumpAirWater,basic,Bestandbau,,,,,25,50,0,4000,,,,,,
Dusseldorf_Subsidy,2023,city,HeatPumpAirWater,basic,Bestandbau,,,,,50,inf,0,4500,,,,,,
Dusseldorf_Subsidy,2023,city,HeatPumpBrineWater,basic,Bestandbau,,,,,0,25,0,3500,,,,,,
Dusseldorf_Subsidy,2023,city,HeatPumpBrineWater,basic,Bestandbau,,,,,25,50,0,4000,,,,,,
Dusseldorf_Subsidy,2023,city,HeatPumpBrineWater,basic,Bestandbau,,,,,50,inf,0,4500,,,,,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Bestandbau,,,,,,,,,0,4,0,,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Bestandbau,,,,,,,,,4,20,200,,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Bestandbau,,,,,,,,,20,inf,120,,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorTube,basic,Bestandbau,,,,,,,,,0,4,0,,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorTube,basic,Bestandbau,,,,,,,,,4,20,250,,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorTube,basic,Bestandbau,,,,,,,,,20,inf,150,,,
Dusseldorf_Subsidy,2023,city,PV,basic,Neubau,,,,,0,0.6,0,600,,,,,,
Dusseldorf_Subsidy,2023,city,PV,basic,Neubau,,,,,0.6,10,300,0,,,,,,
Dusseldorf_Subsidy,2023,city,PV,basic,Neubau,,,,,10,45,200,3000,,,,,,
Dusseldorf_Subsidy,2023,city,PV,basic,Neubau,,,,,45,inf,0,10000,,,,,,
Dusseldorf_Subsidy,2023,city,Battery,basic,Neubau,,,,,0,inf,250,0,,,,,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollector,basic,Neubau,,,,,,,,,0,4,0,0,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollector,basic,Neubau,,,,,,,,,4,20,200,0,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollector,basic,Neubau,,,,,,,,,20,inf,120,0,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Neubau,,,,,,,,,0,4,0,0,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Neubau,,,,,,,,,4,20,200,0,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,Neubau,,,,,,,,,20,inf,120,0,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorTube,basic,Neubau,,,,,,,,,0,4,0,0,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorTube,basic,Neubau,,,,,,,,,4,20,250,0,,
Dusseldorf_Subsidy,2023,city,SolarThermalCollectorTube,basic,Neubau,,,,,,,,,20,inf,150,0,,
Bonn_Subsidy,2023,city,PV,basic,EFH;ZFH,,,,,0,0.6,300,0,,,,,,
Bonn_Subsidy,2023,city,PV,basic,EFH;ZFH,,,,,0.6,250,100,0,,,,,,
Bonn_Subsidy,2023,city,PV,basic,EFH;ZFH,,,,,250,inf,0,25000,,,,,,
Bonn_Subsidy,2023,city,PV,basic,MFH,,,,,0,0.6,300,0,,,,,,
Bonn_Subsidy,2023,city,PV,basic,MFH,,,,,0.6,83.33,300,0,,,,,,
Bonn_Subsidy,2023,city,PV,basic,MFH,,,,,83.33,inf,0,25000,,,,,,
Bonn_Subsidy,2023,city,PV,basic,NWG,,,,,0,0.6,300,0,,,,,,
Bonn_Subsidy,2023,city,PV,basic,NWG,,,,,0.6,125,200,0,,,,,,
Bonn_Subsidy,2023,city,PV,basic,NWG,,,,,125,inf,0,25000,,,,,,
Bonn_Subsidy,2023,city,SolarThermalCollector,basic,EFH;ZFH,,,,,,,,,0,166.67,150,0,,
Bonn_Subsidy,2023,city,SolarThermalCollector,basic,EFH;ZFH,,,,,,,,,166.67,inf,0,25000,,
Bonn_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,EFH;ZFH,,,,,,,,,0,166.67,150,0,,
Bonn_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,EFH;ZFH,,,,,,,,,166.67,inf,0,25000,,
Bonn_Subsidy,2023,city,SolarThermalCollectorTube,basic,EFH;ZFH,,,,,,,,,0,166.67,150,0,,
Bonn_Subsidy,2023,city,SolarThermalCollectorTube,basic,EFH;ZFH,,,,,,,,,166.67,inf,0,25000,,
Bonn_Subsidy,2023,city,SolarThermalCollector,basic,MFH,,,,,,,,,0,166.67,150,0,,
Bonn_Subsidy,2023,city,SolarThermalCollector,basic,MFH,,,,,,,,,166.67,inf,0,25000,,
Bonn_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,MFH,,,,,,,,,0,166.67,150,0,,
Bonn_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,MFH,,,,,,,,,166.67,inf,0,25000,,
Bonn_Subsidy,2023,city,SolarThermalCollectorTube,basic,MFH,,,,,,,,,0,166.67,150,0,,
Bonn_Subsidy,2023,city,SolarThermalCollectorTube,basic,MFH,,,,,,,,,166.67,inf,0,25000,,
Bonn_Subsidy,2023,city,SolarThermalCollector,basic,NWG,,,,,,,,,0,166.67,150,0,,
Bonn_Subsidy,2023,city,SolarThermalCollector,basic,NWG,,,,,,,,,166.67,inf,0,25000,,
Bonn_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,NWG,,,,,,,,,0,166.67,150,0,,
Bonn_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,NWG,,,,,,,,,166.67,inf,0,25000,,
Bonn_Subsidy,2023,city,SolarThermalCollectorTube,basic,NWG,,,,,,,,,0,166.67,150,0,,
Bonn_Subsidy,2023,city,SolarThermalCollectorTube,basic,NWG,,,,,,,,,166.67,inf,0,25000,,
Essen_Subsidy,2023,city,PV,basic,all,,,,,0,0.3,0,0,,,,,,
Essen_Subsidy,2023,city,PV,basic,all,,,,,0.3,0.6,0,200,,,,,,
Essen_Subsidy,2023,city,PV,basic,all,,,,,0.6,1,0,0,,,,,,
Essen_Subsidy,2023,city,PV,basic,all,,,,,1,2,0,500,,,,,,
Essen_Subsidy,2023,city,PV,basic,all,,,,,2,5,0,750,,,,,,
Essen_Subsidy,2023,city,PV,basic,all,,,,,5,10,0,1000,,,,,,
Essen_Subsidy,2023,city,PV,basic,all,,,,,10,40,100,0,,,,,,
Essen_Subsidy,2023,city,PV,basic,all,,,,,40,inf,0,4000,,,,,,
Essen_Subsidy,2023,city,SolarThermalCollector,basic,all,,,,,,,,,0,inf,0,1000,,
Essen_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,all,,,,,,,,,0,inf,0,1000,,
Essen_Subsidy,2023,city,SolarThermalCollectorTube,basic,all,,,,,,,,,0,inf,0,1000,,
Dortmund_Subsidy,2023,city,PV,basic,NWG,0,30000,0.5,0,,,,,,,,,,
Dortmund_Subsidy,2023,city,PV,basic,NWG,30000,inf,0,15000,,,,,,,,,,
Dortmund_Subsidy,2023,city,HeatPump,basic,all,0,66666.66667,0.15,0,,,,,,,,,,
Dortmund_Subsidy,2023,city,HeatPump,basic,all,66666.66667,inf,0,10000,,,,,,,,,,
Dortmund_Subsidy,2023,city,HeatPumpAirWater,basic,all,0,66666.66667,0.15,0,,,,,,,,,,
Dortmund_Subsidy,2023,city,HeatPumpAirWater,basic,all,66666.66667,inf,0,10000,,,,,,,,,,
Dortmund_Subsidy,2023,city,HeatPumpBrineWater,basic,all,0,66666.66667,0.15,0,,,,,,,,,,
Dortmund_Subsidy,2023,city,HeatPumpBrineWater,basic,all,66666.66667,inf,0,10000,,,,,,,,,,
Aachen_Subsidy,2023,city,PV,basic,all,,,,,0,0.15,0,0,,,,,,
Aachen_Subsidy,2023,city,PV,basic,all,,,,,0.15,0.6,0,200,,,,,,
Aachen_Subsidy,2023,city,PV,basic,all,,,,,0.6,1,0,0,,,,,,
Aachen_Subsidy,2023,city,PV,basic,all,,,,,1,2,0,500,,,,,,
Aachen_Subsidy,2023,city,PV,basic,all,,,,,2,5,0,750,,,,,,
Aachen_Subsidy,2023,city,PV,basic,all,,,,,5,10,0,1000,,,,,,
Aachen_Subsidy,2023,city,PV,basic,all,,,,,10,30,75,1000,,,,,,
Aachen_Subsidy,2023,city,PV,basic,all,,,,,30,inf,0,2500,,,,,,
Aachen_Subsidy,2023,city,Battery,basic,all,,,,,0,1,0,0,,,,,,
Aachen_Subsidy,2023,city,Battery,basic,all,,,,,1,20,100,0,,,,,,
Aachen_Subsidy,2023,city,Battery,basic,all,,,,,20,inf,0,2000,,,,,,
Aachen_Subsidy,2023,city,SolarThermalCollector,basic,all,,,,,,,,,0,inf,0,2500,,
Aachen_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,all,,,,,,,,,0,inf,0,2500,,
Aachen_Subsidy,2023,city,SolarThermalCollectorTube,basic,all,,,,,,,,,0,inf,0,2500,,
Muenster_Subsidy,2023,city,PV,basic,MFH,,,,,0,inf,300,0,,,,,,
Duisburg_Subsidy,2023,city,PV,basic,all,,,,,0,1,0,0,,,,,,
Duisburg_Subsidy,2023,city,PV,basic,all,,,,,1,2,0,600,,,,,,
Duisburg_Subsidy,2023,city,PV,basic,all,,,,,2,5,0,800,,,,,,
Duisburg_Subsidy,2023,city,PV,basic,all,,,,,5,10,0,1500,,,,,,
Duisburg_Subsidy,2023,city,PV,basic,all,,,,,10,30,150,0,,,,,,
Duisburg_Subsidy,2023,city,PV,basic,all,,,,,30,inf,0,4500,,,,,,
Bielefeld_Subsidy,2023,city,PV,basic,all,,,,,0,50,100,0,,,,,,
Bielefeld_Subsidy,2023,city,PV,basic,all,,,,,50,inf,0,5000,,,,,,
Bochum_Subsidy,2023,city,PV,basic,all,,,,,0,0.4,0,0,,,,,,
Bochum_Subsidy,2023,city,PV,basic,all,,,,,0.4,0.6,0,400,,,,,,
Bochum_Subsidy,2023,city,PV,basic,all,,,,,0.6,1,0,0,,,,,,
Bochum_Subsidy,2023,city,PV,basic,all,,,,,1,2,0,500,,,,,,
Bochum_Subsidy,2023,city,PV,basic,all,,,,,2,7,250,500,,,,,,
Bochum_Subsidy,2023,city,PV,basic,all,,,,,7,inf,0,2250,,,,,,
Wuppertal_Subsidy,2023,city,PV,basic,all,,,,,0,10,100,0,,,,,,
Wuppertal_Subsidy,2023,city,PV,basic,all,,,,,10,inf,0,1000,,,,,,
Krefeld_Subsidy,2023,city,PV,basic,all,,,,,0,0.6,0,400,,,,,,
Krefeld_Subsidy,2023,city,PV,basic,all,,,,,0.6,10,100,0,,,,,,
Krefeld_Subsidy,2023,city,PV,basic,all,,,,,10,inf,0,1000,,,,,,
Krefeld_Subsidy,2023,city,HeatPumpAirWater,basic,all,,,,,0,inf,0,2000,,,,,,
Krefeld_Subsidy,2023,city,HeatPumpBrineWater,basic,all,,,,,0,inf,0,2000,,,,,,
Krefeld_Subsidy,2023,city,SolarThermalCollector,basic,all,,,,,,,,,0,inf,0,2000,,
Krefeld_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,all,,,,,,,,,0,inf,0,2000,,
Krefeld_Subsidy,2023,city,SolarThermalCollectorTube,basic,all,,,,,,,,,0,inf,0,2000,,
Hagen_Subsidy,2023,city,PV,basic,all,,,,,0,0.6,0,300,,,,,,
Hagen_Subsidy,2023,city,PV,basic,all,,,,,0.6,inf,0,2000,,,,,,
Muelheim an der Ruhr_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,EFH;ZFH,,,,,,,,,0,inf,0,1200,,
Muelheim an der Ruhr_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,MFH,,,,,,,,,0,inf,0,600,,
Muelheim an der Ruhr_Subsidy,2023,city,SolarThermalCollectorTube,basic,EFH;ZFH,,,,,,,,,0,inf,0,1200,,
Muelheim an der Ruhr_Subsidy,2023,city,SolarThermalCollectorTube,basic,MFH,,,,,,,,,0,inf,0,600,,
Muelheim an der Ruhr_Subsidy,2023,city,CHP,basic,EFH;ZFH,,,,,0,inf,0,1500,,,,,,
Muelheim an der Ruhr_Subsidy,2023,city,CHP,basic,MFH,,,,,0,inf,0,1500,,,,,,
Oberhausen_Subsidy,2023,city,PV,basic,all,,,,,0,4,0,0,,,,,,
Oberhausen_Subsidy,2023,city,PV,basic,all,,,,,4,inf,0,2000,,,,,,
Oberhausen_Subsidy,2023,city,Battery,basic,all,,,,,0,inf,0,800,,,,,,
Oberhausen_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,all,,,,,,,,,0,3,0,0,,
Oberhausen_Subsidy,2023,city,SolarThermalCollectorFlatPlate,basic,all,,,,,,,,,3,inf,0,1000,,
Oberhausen_Subsidy,2023,city,SolarThermalCollectorTube,basic,all,,,,,,,,,0,3,0,0,,
Oberhausen_Subsidy,2023,city,SolarThermalCollectorTube,basic,all,,,,,,,,,3,inf,0,1000,,
Oberhausen_Subsidy,2023,city,CHP,basic,all,,,,,0,inf,0,1000,,,,,,
Oberhausen_Subsidy,2023,city,HeatPump,basic,all,,,,,0,inf,0,2000,,,,,,
Oberhausen_Subsidy,2023,city,HeatPumpAirWater,basic,all,,,,,0,inf,0,2000,,,,,,
Oberhausen_Subsidy,2023,city,HeatPumpBrineWater,basic,all,,,,,0,inf,0,2000,,,,,,
Solingen_Subsidy,2023,city,PV,basic,all,,,,,0,0.6,0,400,,,,,,
Solingen_Subsidy,2023,city,PV,basic,all,,,,,0.6,5,300,0,,,,,,
Solingen_Subsidy,2023,city,PV,basic,all,,,,,5,inf,0,1500,,,,,,
Solingen_Subsidy,2023,city,Battery,basic,all,,,,,0,inf,0,500,,,,,,
Herne_Subsidy,2023,city,PV,basic,all,,,,,0,3,0,0,,,,,,
Herne_Subsidy,2023,city,PV,basic,all,,,,,3,inf,0,500,,,,,,
Mainz_Subsidy,2023,city,PV,basic,all,,,,,0,0.8,0,400,,,,,,
