Koordinatensystem : Lambert konform konisch
Rechtswert        : 4056500 Meter
Hochwert          : 3046500 Meter
Hoehenlage        : 3 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
4056500 3046500  1  1  1  -4.0 1026  87  1.4 5  2.4  86    0    0 240 -298  1
4056500 3046500  1  1  2  -3.4 1026  60  1.1 6  2.6  88    0    0 246 -297  1
4056500 3046500  1  1  3  -2.7 1026  49  0.9 8  2.8  90    0    0 251 -296  1
4056500 3046500  1  1  4  -2.6 1025  57  1.4 7  2.8  91    0    0 254 -295  1
4056500 3046500  1  1  5  -2.5 1025  75  1.9 6  2.8  91    0    0 256 -294  1
4056500 3046500  1  1  6  -2.6 1024  99  2.9 4  2.8  87    0    0 240 -293  1
4056500 3046500  1  1  7  -2.6 1023 106  2.6 2  2.7  88    0    0 213 -293  1
4056500 3046500  1  1  8  -2.2 1022 149  2.2 5  2.8  89    0    0 218 -292  1
4056500 3046500  1  1  9  -1.7 1022 137  2.2 6  2.9  88    0    0 236 -293  1
4056500 3046500  1  1 10  -1.3 1022 124  2.2 7  2.9  87    0   32 246 -294  1
4056500 3046500  1  1 11  -1.0 1022 132  3.7 6  2.9  85    7   74 246 -296  1
4056500 3046500  1  1 12  -0.2 1021 117  3.1 6  2.9  81   28  112 241 -301  1
4056500 3046500  1  1 13   0.4 1021 119  3.3 8  2.9  77    7  100 252 -305  1
4056500 3046500  1  1 14  -0.4 1020 111  2.4 8  3.0  79    0   70 264 -309  1
4056500 3046500  1  1 15   0.0 1019 104  3.5 7  3.1  83    0   38 261 -309  1
4056500 3046500  1  1 16   0.0 1018  97  3.8 7  3.1  83    0    8 256 -308  1
4056500 3046500  1  1 17   0.3 1018  87  4.3 7  3.2  83    0    0 256 -307  1
4056500 3046500  1  1 18   0.3 1018  73  6.0 7  3.3  84    0    0 259 -306  1
4056500 3046500  1  1 19  -0.1 1018  98  4.4 8  3.3  86    0    0 267 -306  1
4056500 3046500  1  1 20   0.2 1018 107  3.5 7  3.2  85    0    0 268 -307  1
4056500 3046500  1  1 21  -0.2 1018 110  3.0 8  3.2  86    0    0 268 -308  1
4056500 3046500  1  1 22   0.2 1019 110  4.3 6  3.3  87    0    0 262 -309  1
4056500 3046500  1  1 23   0.2 1019 101  3.9 6  3.3  85    0    0 250 -310  1
4056500 3046500  1  1 24   0.0 1019 102  3.9 6  3.2  84    0    0 251 -310  1
4056500 3046500  1  2  1  -0.1 1019  93  4.8 7  3.2  85    0    0 260 -310  1
4056500 3046500  1  2  2  -0.7 1019  74  4.0 8  3.3  89    0    0 276 -310  1
4056500 3046500  1  2  3  -1.3 1019  74  4.0 7  3.2  93    0    0 277 -310  1
4056500 3046500  1  2  4  -0.1 1019  71  4.1 6  3.2  90    0    0 263 -311  1
4056500 3046500  1  2  5  -0.8 1020  70  4.8 5  3.3  92    0    0 249 -313  1
4056500 3046500  1  2  6  -0.5 1020  84  5.1 6  3.3  93    0    0 250 -314  1
4056500 3046500  1  2  7   0.5 1020  70  4.8 6  3.3  88    0    0 258 -316  1
4056500 3046500  1  2  8   0.1 1021  35  3.8 6  3.3  86    0    0 255 -317  1
4056500 3046500  1  2  9  -0.3 1021  50  4.4 7  3.3  90    0    0 262 -317  1
4056500 3046500  1  2 10  -0.2 1022  33  5.5 6  3.3  88    0   18 259 -318  1
4056500 3046500  1  2 11   0.0 1023  28  5.3 7  3.2  85    7   68 257 -318  1
4056500 3046500  1  2 12   0.2 1023  31  6.0 7  3.2  84    4   82 269 -318  1
4056500 3046500  1  2 13  -0.1 1024  35  6.4 8  3.2  85    0   60 281 -318  1
4056500 3046500  1  2 14  -0.4 1024  44  6.5 8  3.2  87    0   49 292 -318  1
4056500 3046500  1  2 15  -0.1 1024  33  5.0 8  3.2  87    0   12 292 -317  1
4056500 3046500  1  2 16  -0.4 1024  35  6.0 7  3.2  86    0    2 282 -316  1
4056500 3046500  1  2 17  -0.3 1025  27  6.3 8  3.1  85    0    0 282 -313  1
4056500 3046500  1  2 18  -0.2 1025  25  6.2 8  3.1  85    0    0 288 -308  1
4056500 3046500  1  2 19  -0.4 1026  39  5.8 8  3.1  84    0    0 286 -305  1
4056500 3046500  1  2 20  -0.2 1026  45  6.0 8  3.0  82    0    0 282 -301  1
4056500 3046500  1  2 21   0.1 1026  58  5.2 8  2.9  79    0    0 282 -298  1
4056500 3046500  1  2 22   0.0 1027  58  4.8 8  2.9  78    0    0 281 -296  1
4056500 3046500  1  2 23  -0.3 1027  52  4.9 8  2.9  79    0    0 279 -294  1
4056500 3046500  1  2 24  -0.4 1027  46  3.7 8  2.9  80    0    0 279 -292  1
4056500 3046500  1  3  1  -0.5 1027  57  3.8 8  2.8  78    0    0 278 -291  1
4056500 3046500  1  3  2  -0.5 1027  51  4.0 8  2.6  73    0    0 278 -289  1
4056500 3046500  1  3  3  -0.7 1027  44  3.9 6  2.6  74    0    0 266 -288  1
4056500 3046500  1  3  4  -0.8 1027  48  3.7 6  2.7  76    0    0 255 -286  1
4056500 3046500  1  3  5  -1.3 1027  51  3.4 6  2.7  79    0    0 254 -285  1
4056500 3046500  1  3  6  -1.2 1027  61  3.4 7  2.7  81    0    0 257 -285  1
4056500 3046500  1  3  7  -0.9 1027  53  2.2 6  2.8  80    0    0 256 -284  1
4056500 3046500  1  3  8  -0.9 1027  84  2.1 7  2.8  79    0    0 254 -283  1
4056500 3046500  1  3  9  -1.2 1027  49  1.3 7  2.8  81    0    0 255 -283  1
4056500 3046500  1  3 10  -1.5 1027  60  1.9 7  2.9  85    0   11 250 -284  1
4056500 3046500  1  3 11  -0.8 1027  69  2.1 7  2.9  84    0   21 249 -286  1
4056500 3046500  1  3 12  -0.3 1027  66  1.6 8  2.9  80    0   16 254 -291  1
4056500 3046500  1  3 13  -0.3 1026  91  1.1 8  2.9  79    0   33 260 -296  1
4056500 3046500  1  3 14  -0.5 1026 188  0.4 7  3.0  82    0   66 256 -299  1
4056500 3046500  1  3 15  -0.7 1025 184  0.4 7  2.9  81    0   45 249 -300  1
4056500 3046500  1  3 16  -1.1 1025 192  0.5 8  2.8  79    0    8 251 -298  1
4056500 3046500  1  3 17  -2.1 1024 187  0.8 8  2.7  82    0    0 252 -296  1
4056500 3046500  1  3 18  -1.3 1024 163  2.4 7  2.8  83    0    0 248 -294  1
4056500 3046500  1  3 19  -1.2 1023 164  2.6 8  2.7  79    0    0 249 -293  1
4056500 3046500  1  3 20  -1.2 1023 168  2.4 8  2.6  76    0    0 254 -292  1
4056500 3046500  1  3 21  -1.4 1023 194  2.8 8  2.6  76    0    0 254 -292  1
4056500 3046500  1  3 22  -1.4 1022 205  3.5 7  2.5  75    0    0 253 -292  1
4056500 3046500  1  3 23  -1.4 1022 217  4.4 8  2.4  72    0    0 254 -292  1
4056500 3046500  1  3 24  -1.4 1021 224  3.9 8  2.4  71    0    0 261 -292  1
4056500 3046500  1  4  1  -2.0 1020 200  4.0 8  2.4  73    0    0 264 -292  1
4056500 3046500  1  4  2  -2.2 1020 185  3.8 8  2.4  76    0    0 266 -292  1
4056500 3046500  1  4  3  -2.4 1019 189  3.5 8  2.5  79    0    0 267 -293  1
4056500 3046500  1  4  4  -2.3 1018 183  4.3 7  2.5  80    0    0 266 -293  1
4056500 3046500  1  4  5  -2.6 1017 163  4.2 8  2.5  81    0    0 266 -293  1
4056500 3046500  1  4  6  -2.8 1017 162  4.5 8  2.5  82    0    0 271 -294  1
4056500 3046500  1  4  7  -2.7 1016 181  4.5 7  2.5  81    0    0 268 -294  1
4056500 3046500  1  4  8  -3.1 1015 177  4.6 4  2.5  80    0    0 252 -294  1
4056500 3046500  1  4  9  -3.9 1015 186  5.0 3  2.4  83    0    0 230 -294  1
4056500 3046500  1  4 10  -3.6 1015 167  5.3 6  2.4  84   10   24 236 -295  1
4056500 3046500  1  4 11  -3.4 1015 187  6.0 7  2.4  83   20   47 253 -297  1
4056500 3046500  1  4 12  -3.3 1015 192  6.3 7  2.4  82    0   67 259 -301  1
4056500 3046500  1  4 13  -3.3 1014 191  6.3 8  2.4  82    0   35 265 -303  1
4056500 3046500  1  4 14  -3.1 1014 170  6.2 8  2.5  84    0   47 272 -305  1
4056500 3046500  1  4 15  -2.7 1013 165  6.2 8  2.5  83    0   24 274 -304  1
4056500 3046500  1  4 16  -2.9 1013 148  6.3 7  2.6  83    0    2 270 -301  1
4056500 3046500  1  4 17  -3.1 1013 134  5.7 7  2.6  86    0    0 264 -296  1
4056500 3046500  1  4 18  -3.1 1013 144  5.9 7  2.7  89    0    0 265 -292  1
4056500 3046500  1  4 19  -3.6 1013 168  5.4 8  2.7  91    0    0 269 -289  1
4056500 3046500  1  4 20  -3.8 1013 176  5.3 8  2.7  94    0    0 269 -287  1
4056500 3046500  1  4 21  -4.1 1013  20  5.0 8  2.7  96    0    0 264 -286  1
